"uniqueid","p1","p2","p3","p4","p5"
20112960,0.376,0.288,0.036,0.178,0.122
20112954,0.254,0.39,0.086,0.102,0.168
20112952,0.456,0.212,0.01,0.264,0.058
20112951,0.416,0.218,0.016,0.282,0.068
20112949,0.376,0.212,0.018,0.31,0.084
20112939,0.38,0.16,0.024,0.358,0.078
20112937,0.432,0.196,0.016,0.304,0.052
20112935,0.258,0.348,0.11,0.124,0.16
20112927,0.306,0.348,0.092,0.08,0.174
20112913,0.392,0.234,0.024,0.268,0.082
20112912,0.348,0.18,0.026,0.382,0.064
20112908,0.288,0.364,0.086,0.124,0.138
20112907,0.418,0.236,0.004,0.296,0.046
20112906,0.308,0.312,0.076,0.114,0.19
20112894,0.414,0.26,0.024,0.228,0.074
20112886,0.376,0.238,0.022,0.316,0.048
20112885,0.34,0.282,0.066,0.136,0.176
20112882,0.358,0.254,0.056,0.22,0.112
20112861,0.348,0.292,0.042,0.192,0.126
20112859,0.292,0.292,0.046,0.234,0.136
20112857,0.442,0.18,0.012,0.302,0.064
20112848,0.37,0.168,0.014,0.38,0.068
20112842,0.234,0.388,0.106,0.068,0.204
20112830,0.416,0.246,0.04,0.206,0.092
20112829,0.356,0.26,0.034,0.264,0.086
20112828,0.372,0.25,0.022,0.276,0.08
20112825,0.376,0.316,0.05,0.148,0.11
20112814,0.366,0.274,0.038,0.198,0.124
20112810,0.312,0.316,0.094,0.102,0.176
20112803,0.352,0.246,0.034,0.268,0.1
20112786,0.372,0.246,0.006,0.262,0.114
20112783,0.314,0.344,0.062,0.098,0.182
20112763,0.392,0.18,0.02,0.324,0.084
20112761,0.29,0.294,0.082,0.124,0.21
20112758,0.408,0.21,0.036,0.246,0.1
20112751,0.408,0.206,0.022,0.268,0.096
20112750,0.328,0.262,0.026,0.316,0.068
20112744,0.38,0.182,0.036,0.326,0.076
20112743,0.246,0.32,0.1,0.088,0.246
20112739,0.468,0.19,0.012,0.254,0.076
20112732,0.252,0.326,0.092,0.12,0.21
20112729,0.366,0.134,0.016,0.43,0.054
20112722,0.384,0.15,0.022,0.36,0.084
20112720,0.4,0.166,0.014,0.384,0.036
20112704,0.39,0.266,0.026,0.206,0.112
20112697,0.366,0.27,0.04,0.188,0.136
20112679,0.378,0.274,0.038,0.148,0.162
20112667,0.432,0.286,0.016,0.208,0.058
20112666,0.34,0.242,0.09,0.202,0.126
20112664,0.334,0.32,0.036,0.21,0.1
20112652,0.348,0.266,0.056,0.194,0.136
20112650,0.376,0.294,0.04,0.182,0.108
20112649,0.356,0.284,0.036,0.158,0.166
20112648,0.292,0.298,0.092,0.146,0.172
20112647,0.262,0.334,0.1,0.078,0.226
20112642,0.332,0.306,0.092,0.102,0.168
20112626,0.314,0.316,0.098,0.102,0.17
20112608,0.394,0.272,0.024,0.214,0.096
20112607,0.354,0.298,0.052,0.164,0.132
20112606,0.38,0.182,0.014,0.368,0.056
20112603,0.376,0.168,0.014,0.416,0.026
20112597,0.268,0.292,0.112,0.168,0.16
20112590,0.432,0.166,0.016,0.332,0.054
20112576,0.326,0.246,0.022,0.336,0.07
20112573,0.328,0.334,0.076,0.082,0.18
20112569,0.358,0.2,0.04,0.318,0.084
20112562,0.446,0.23,0.018,0.214,0.092
20112554,0.386,0.27,0.028,0.222,0.094
20112546,0.326,0.336,0.074,0.094,0.17
20112542,0.384,0.264,0.032,0.214,0.106
20112535,0.222,0.338,0.144,0.06,0.236
20112524,0.36,0.254,0.05,0.184,0.152
20112522,0.428,0.142,0.014,0.344,0.072
20112521,0.346,0.348,0.076,0.12,0.11
20112518,0.37,0.292,0.074,0.124,0.14
20112512,0.38,0.22,0.038,0.236,0.126
20112511,0.376,0.286,0.042,0.22,0.076
20112503,0.46,0.206,0.01,0.254,0.07
20112502,0.364,0.264,0.052,0.186,0.134
20112499,0.418,0.228,0.036,0.224,0.094
20112497,0.304,0.312,0.074,0.114,0.196
20112496,0.418,0.252,0.04,0.2,0.09
20112495,0.398,0.124,0.01,0.396,0.072
20112494,0.35,0.33,0.068,0.102,0.15
20112489,0.358,0.29,0.036,0.232,0.084
20112487,0.384,0.334,0.048,0.102,0.132
20112485,0.38,0.162,0.014,0.386,0.058
20112482,0.236,0.334,0.086,0.096,0.248
20112481,0.422,0.244,0.024,0.194,0.116
20112475,0.398,0.25,0.026,0.242,0.084
20112473,0.408,0.252,0.036,0.218,0.086
20112471,0.41,0.142,0.004,0.414,0.03
20112463,0.432,0.218,0.016,0.258,0.076
20112461,0.386,0.254,0.028,0.224,0.108
20112433,0.384,0.25,0.032,0.262,0.072
20112432,0.378,0.274,0.048,0.178,0.122
20112406,0.35,0.318,0.058,0.14,0.134
20112405,0.464,0.214,0.002,0.25,0.07
20112403,0.36,0.342,0.054,0.14,0.104
20112390,0.41,0.28,0.01,0.232,0.068
20112389,0.338,0.278,0.054,0.198,0.132
20112384,0.384,0.254,0.03,0.248,0.084
20112376,0.248,0.31,0.128,0.08,0.234
20112371,0.338,0.316,0.076,0.114,0.156
20112366,0.376,0.18,0.02,0.38,0.044
20112365,0.356,0.272,0.044,0.204,0.124
20112363,0.384,0.23,0.038,0.292,0.056
20112358,0.41,0.256,0.03,0.18,0.124
20112356,0.334,0.356,0.058,0.122,0.13
20112355,0.302,0.33,0.072,0.146,0.15
20112349,0.322,0.348,0.068,0.128,0.134
20112346,0.358,0.268,0.026,0.226,0.122
20112335,0.34,0.314,0.068,0.13,0.148
20112331,0.35,0.226,0.026,0.318,0.08
20112330,0.308,0.356,0.074,0.098,0.164
20112329,0.38,0.31,0.028,0.172,0.11
20112324,0.438,0.216,0.012,0.252,0.082
20112319,0.404,0.184,0.008,0.342,0.062
20112313,0.4,0.106,0.002,0.456,0.036
20112305,0.434,0.216,0.012,0.274,0.064
20112285,0.442,0.118,0.006,0.41,0.024
20112272,0.394,0.25,0.02,0.24,0.096
20112271,0.278,0.372,0.078,0.094,0.178
20112270,0.39,0.274,0.026,0.178,0.132
20112264,0.39,0.244,0.032,0.236,0.098
20112262,0.402,0.216,0.018,0.298,0.066
20112259,0.288,0.31,0.098,0.082,0.222
20112258,0.36,0.298,0.06,0.148,0.134
20112240,0.362,0.332,0.082,0.082,0.142
20112238,0.222,0.326,0.144,0.072,0.236
20112235,0.264,0.378,0.07,0.048,0.24
20112234,0.43,0.114,0.004,0.42,0.032
20112230,0.41,0.218,0.012,0.296,0.064
20112229,0.368,0.154,0.034,0.388,0.056
20112215,0.368,0.234,0.034,0.27,0.094
20112214,0.33,0.324,0.084,0.134,0.128
20112211,0.418,0.178,0.034,0.304,0.066
20112207,0.306,0.32,0.072,0.142,0.16
20112204,0.43,0.23,0.012,0.254,0.074
20112200,0.42,0.148,0.01,0.376,0.046
20112197,0.388,0.222,0.022,0.28,0.088
20112190,0.29,0.37,0.07,0.094,0.176
20112184,0.408,0.224,0.02,0.25,0.098
20112182,0.278,0.348,0.082,0.088,0.204
20112178,0.336,0.276,0.058,0.214,0.116
20112176,0.372,0.264,0.016,0.236,0.112
20112171,0.38,0.216,0.038,0.3,0.066
20112162,0.396,0.278,0.03,0.186,0.11
20112149,0.224,0.326,0.144,0.072,0.234
20112148,0.36,0.306,0.034,0.158,0.142
20112145,0.37,0.224,0.008,0.332,0.066
20112130,0.358,0.264,0.03,0.238,0.11
20112127,0.412,0.276,0.034,0.164,0.114
20112124,0.364,0.264,0.068,0.158,0.146
20112119,0.434,0.208,0.016,0.298,0.044
20112110,0.36,0.298,0.03,0.19,0.122
20112105,0.38,0.27,0.022,0.26,0.068
20112100,0.42,0.098,0.006,0.442,0.034
20112094,0.328,0.288,0.036,0.242,0.106
20112088,0.292,0.31,0.074,0.118,0.206
20112087,0.358,0.24,0.034,0.29,0.078
20112080,0.378,0.246,0.046,0.176,0.154
20112076,0.28,0.384,0.07,0.102,0.164
20112070,0.434,0.26,0.026,0.184,0.096
20112057,0.362,0.248,0.028,0.308,0.054
20112056,0.356,0.286,0.028,0.246,0.084
20112053,0.27,0.3,0.126,0.116,0.188
20112047,0.444,0.218,0.012,0.252,0.074
20112041,0.424,0.222,0.036,0.244,0.074
20112036,0.324,0.296,0.078,0.088,0.214
20112035,0.372,0.314,0.058,0.124,0.132
20112027,0.33,0.31,0.056,0.158,0.146
20112022,0.382,0.298,0.064,0.118,0.138
20112017,0.36,0.258,0.03,0.252,0.1
20112016,0.386,0.284,0.04,0.196,0.094
20112006,0.424,0.174,0.008,0.338,0.056
20112005,0.37,0.254,0.04,0.256,0.08
20111996,0.34,0.346,0.05,0.132,0.132
20111988,0.322,0.274,0.054,0.204,0.146
20111987,0.32,0.374,0.042,0.094,0.17
20111982,0.392,0.222,0.024,0.306,0.056
20111981,0.356,0.236,0.022,0.278,0.108
20111970,0.384,0.21,0.022,0.32,0.064
20111969,0.37,0.252,0.034,0.22,0.124
20111968,0.322,0.298,0.042,0.212,0.126
20111965,0.274,0.364,0.092,0.066,0.204
20111962,0.42,0.258,0.02,0.192,0.11
20111955,0.344,0.246,0.03,0.302,0.078
20111950,0.33,0.29,0.03,0.218,0.132
20111946,0.34,0.284,0.042,0.19,0.144
20111945,0.398,0.214,0.004,0.314,0.07
20111943,0.23,0.31,0.158,0.064,0.238
20111941,0.372,0.148,0,0.448,0.032
20111940,0.316,0.336,0.072,0.12,0.156
20111936,0.386,0.206,0.018,0.284,0.106
20111935,0.4,0.198,0.006,0.35,0.046
20111933,0.352,0.198,0.028,0.372,0.05
20111932,0.372,0.284,0.07,0.132,0.142
20111920,0.35,0.208,0.014,0.362,0.066
20111919,0.402,0.222,0.03,0.234,0.112
20111912,0.316,0.298,0.06,0.184,0.142
20111911,0.392,0.182,0.016,0.348,0.062
20111888,0.384,0.258,0.03,0.242,0.086
20111887,0.41,0.204,0.038,0.296,0.052
20111884,0.386,0.286,0.028,0.2,0.1
20111874,0.328,0.26,0.07,0.216,0.126
20111872,0.424,0.238,0.014,0.226,0.098
20111870,0.352,0.208,0.04,0.314,0.086
20111867,0.392,0.238,0.012,0.27,0.088
20111866,0.432,0.254,0.022,0.21,0.082
20111865,0.348,0.346,0.022,0.156,0.128
20111863,0.308,0.356,0.066,0.086,0.184
20111859,0.41,0.292,0.016,0.18,0.102
20111851,0.368,0.27,0.05,0.186,0.126
20111843,0.296,0.326,0.078,0.106,0.194
20111841,0.434,0.276,0.024,0.188,0.078
20111836,0.316,0.356,0.088,0.052,0.188
20111835,0.308,0.378,0.064,0.08,0.17
20111834,0.432,0.24,0.02,0.212,0.096
20111832,0.42,0.132,0.004,0.392,0.052
20111824,0.376,0.218,0.02,0.314,0.072
20111816,0.26,0.318,0.092,0.14,0.19
20111803,0.346,0.296,0.058,0.174,0.126
20111800,0.338,0.328,0.036,0.174,0.124
20111795,0.324,0.378,0.052,0.098,0.148
20111793,0.354,0.29,0.068,0.134,0.154
20111785,0.476,0.174,0.004,0.302,0.044
20111776,0.382,0.274,0.026,0.208,0.11
20111763,0.43,0.242,0.014,0.232,0.082
20111760,0.334,0.288,0.062,0.178,0.138
20111758,0.376,0.282,0.032,0.196,0.114
20111755,0.388,0.246,0.044,0.25,0.072
20111754,0.396,0.186,0.016,0.354,0.048
20111749,0.436,0.256,0.034,0.196,0.078
20111746,0.348,0.306,0.044,0.186,0.116
20111742,0.36,0.262,0.03,0.264,0.084
20111737,0.356,0.338,0.054,0.128,0.124
20111733,0.388,0.218,0.024,0.282,0.088
20111731,0.366,0.252,0.032,0.244,0.106
20111729,0.402,0.21,0.02,0.32,0.048
20111712,0.374,0.286,0.044,0.21,0.086
20111709,0.324,0.264,0.046,0.228,0.138
20111705,0.428,0.198,0.012,0.308,0.054
20111703,0.386,0.178,0.004,0.388,0.044
20111701,0.402,0.28,0.018,0.204,0.096
20111693,0.354,0.302,0.05,0.152,0.142
20111690,0.364,0.23,0.014,0.312,0.08
20111681,0.36,0.24,0.046,0.266,0.088
20111679,0.342,0.312,0.06,0.136,0.15
20111678,0.378,0.322,0.024,0.162,0.114
20111671,0.232,0.346,0.124,0.094,0.204
20111667,0.318,0.22,0.022,0.358,0.082
20111666,0.378,0.252,0.026,0.244,0.1
20111659,0.278,0.332,0.052,0.086,0.252
20111656,0.376,0.242,0.022,0.298,0.062
20111654,0.35,0.338,0.05,0.126,0.136
20111653,0.288,0.352,0.064,0.1,0.196
20111647,0.444,0.176,0.012,0.32,0.048
20111646,0.328,0.236,0.012,0.36,0.064
20111645,0.362,0.25,0.038,0.258,0.092
20111644,0.324,0.222,0.03,0.37,0.054
20111643,0.374,0.322,0.034,0.18,0.09
20111642,0.364,0.262,0.052,0.204,0.118
20111637,0.308,0.3,0.056,0.144,0.192
20111635,0.354,0.222,0.032,0.324,0.068
20111630,0.326,0.246,0.046,0.282,0.1
20111618,0.386,0.244,0.052,0.204,0.114
20111613,0.344,0.35,0.078,0.104,0.124
20111610,0.256,0.286,0.106,0.128,0.224
20111599,0.388,0.234,0.006,0.302,0.07
20111598,0.362,0.296,0.046,0.142,0.154
20111595,0.368,0.308,0.068,0.118,0.138
20111589,0.334,0.32,0.054,0.138,0.154
20111587,0.436,0.17,0.014,0.344,0.036
20111584,0.304,0.364,0.056,0.132,0.144
20111576,0.184,0.316,0.154,0.07,0.276
20111569,0.384,0.164,0.014,0.378,0.06
20111559,0.254,0.382,0.064,0.122,0.178
20111556,0.296,0.366,0.06,0.122,0.156
20111553,0.338,0.32,0.084,0.1,0.158
20111551,0.352,0.328,0.046,0.16,0.114
20111546,0.362,0.3,0.048,0.162,0.128
20111537,0.404,0.23,0.02,0.256,0.09
20111534,0.388,0.204,0.04,0.27,0.098
20111532,0.35,0.324,0.048,0.15,0.128
20111531,0.346,0.33,0.08,0.108,0.136
20111519,0.398,0.24,0.02,0.248,0.094
20111516,0.334,0.288,0.062,0.214,0.102
20111513,0.366,0.248,0.026,0.258,0.102
20111512,0.35,0.332,0.044,0.122,0.152
20111511,0.41,0.212,0.012,0.316,0.05
20111506,0.3,0.328,0.08,0.106,0.186
20111504,0.412,0.17,0.012,0.372,0.034
20111502,0.412,0.252,0.016,0.23,0.09
20111496,0.384,0.228,0.048,0.268,0.072
20111482,0.286,0.34,0.092,0.116,0.166
20111479,0.456,0.176,0.012,0.308,0.048
20111475,0.31,0.29,0.06,0.202,0.138
20111470,0.406,0.12,0.008,0.434,0.032
20111464,0.342,0.296,0.05,0.156,0.156
20111459,0.424,0.198,0,0.334,0.044
20111451,0.256,0.302,0.112,0.086,0.244
20111437,0.404,0.25,0.042,0.226,0.078
20111428,0.396,0.248,0.024,0.252,0.08
20111420,0.356,0.286,0.06,0.158,0.14
20111415,0.416,0.24,0.024,0.242,0.078
20111412,0.284,0.308,0.132,0.092,0.184
20111411,0.358,0.304,0.052,0.142,0.144
20111406,0.444,0.154,0.002,0.37,0.03
20111403,0.33,0.4,0.036,0.102,0.132
20111401,0.37,0.312,0.04,0.154,0.124
20111399,0.324,0.324,0.052,0.154,0.146
20111389,0.326,0.29,0.056,0.182,0.146
20111388,0.41,0.268,0.04,0.18,0.102
20111382,0.44,0.184,0.012,0.3,0.064
20111374,0.21,0.368,0.108,0.066,0.248
20111373,0.362,0.308,0.026,0.156,0.148
20111371,0.386,0.222,0.016,0.338,0.038
20111369,0.44,0.16,0.01,0.352,0.038
20111365,0.352,0.304,0.026,0.246,0.072
20111363,0.354,0.332,0.068,0.106,0.14
20111354,0.266,0.386,0.088,0.068,0.192
20111353,0.32,0.352,0.038,0.154,0.136
20111349,0.252,0.306,0.118,0.1,0.224
20111348,0.274,0.32,0.072,0.116,0.218
20111344,0.382,0.274,0.044,0.176,0.124
20111339,0.366,0.19,0.03,0.338,0.076
20111335,0.362,0.284,0.058,0.162,0.134
20111332,0.332,0.334,0.07,0.102,0.162
20111331,0.314,0.302,0.112,0.092,0.18
20111316,0.396,0.208,0.014,0.324,0.058
20111311,0.326,0.248,0.066,0.228,0.132
20111305,0.39,0.232,0.024,0.29,0.064
20111304,0.336,0.282,0.04,0.21,0.132
20111302,0.298,0.36,0.076,0.088,0.178
20111298,0.318,0.31,0.11,0.07,0.192
20111296,0.322,0.258,0.036,0.266,0.118
20111295,0.21,0.32,0.162,0.062,0.246
20111284,0.376,0.234,0.024,0.254,0.112
20111274,0.434,0.19,0.012,0.326,0.038
20111269,0.338,0.314,0.07,0.136,0.142
20111266,0.42,0.14,0.002,0.406,0.032
20111258,0.378,0.148,0.028,0.408,0.038
20111253,0.31,0.372,0.058,0.096,0.164
20111251,0.384,0.264,0.024,0.208,0.12
20111226,0.382,0.288,0.068,0.094,0.168
20111225,0.39,0.164,0.014,0.38,0.052
20111218,0.288,0.362,0.094,0.09,0.166
20111208,0.394,0.3,0.032,0.148,0.126
20111207,0.188,0.356,0.188,0.05,0.218
20111203,0.35,0.276,0.06,0.174,0.14
20111197,0.406,0.242,0.022,0.222,0.108
20111193,0.26,0.316,0.122,0.112,0.19
20111192,0.432,0.186,0.02,0.296,0.066
20111189,0.32,0.284,0.086,0.182,0.128
20111179,0.426,0.256,0.018,0.208,0.092
20133997,0.354,0.234,0.058,0.232,0.122
20133994,0.342,0.25,0.036,0.24,0.132
20133993,0.448,0.212,0.008,0.266,0.066
20133987,0.324,0.328,0.068,0.086,0.194
20133984,0.45,0.22,0.042,0.236,0.052
20133980,0.42,0.234,0.03,0.232,0.084
20133979,0.386,0.274,0.014,0.22,0.106
20133978,0.306,0.274,0.092,0.138,0.19
20133973,0.446,0.156,0.008,0.358,0.032
20133961,0.428,0.254,0.018,0.22,0.08
20133960,0.414,0.208,0.022,0.272,0.084
20133956,0.388,0.212,0.006,0.346,0.048
20133953,0.444,0.158,0.008,0.356,0.034
20133952,0.358,0.328,0.04,0.144,0.13
20133950,0.358,0.18,0.012,0.376,0.074
20133947,0.398,0.124,0.018,0.41,0.05
20133932,0.394,0.264,0.02,0.208,0.114
20133926,0.434,0.188,0.016,0.28,0.082
20133916,0.336,0.334,0.072,0.128,0.13
20133915,0.364,0.368,0.03,0.126,0.112
20133907,0.316,0.352,0.074,0.126,0.132
20133904,0.436,0.234,0.014,0.228,0.088
20133901,0.308,0.348,0.058,0.124,0.162
20133900,0.368,0.27,0.026,0.252,0.084
20133893,0.392,0.29,0.054,0.144,0.12
20133883,0.328,0.346,0.064,0.076,0.186
20133879,0.424,0.238,0.018,0.24,0.08
20133862,0.412,0.21,0.01,0.286,0.082
20133861,0.302,0.254,0.094,0.118,0.232
20133851,0.378,0.248,0.022,0.264,0.088
20133849,0.362,0.326,0.04,0.122,0.15
20133845,0.38,0.196,0.026,0.33,0.068
20133843,0.418,0.264,0.004,0.242,0.072
20133841,0.382,0.29,0.02,0.206,0.102
20133840,0.308,0.302,0.058,0.172,0.16
20133825,0.36,0.296,0.034,0.2,0.11
20133820,0.374,0.294,0.042,0.154,0.136
20133818,0.3,0.322,0.072,0.13,0.176
20133815,0.354,0.326,0.05,0.16,0.11
20133813,0.39,0.27,0.042,0.21,0.088
20133810,0.276,0.366,0.092,0.084,0.182
20133807,0.294,0.356,0.08,0.094,0.176
20133795,0.324,0.302,0.08,0.124,0.17
20133794,0.462,0.186,0.012,0.268,0.072
20133786,0.368,0.144,0.006,0.434,0.048
20133771,0.302,0.318,0.052,0.15,0.178
20133764,0.378,0.292,0.02,0.17,0.14
20133759,0.422,0.162,0.008,0.374,0.034
20133747,0.434,0.164,0.012,0.344,0.046
20133745,0.394,0.314,0.032,0.164,0.096
20133744,0.34,0.36,0.044,0.128,0.128
20133732,0.382,0.256,0.012,0.248,0.102
20133730,0.336,0.29,0.046,0.206,0.122
20133724,0.302,0.35,0.072,0.118,0.158
20133723,0.266,0.368,0.058,0.106,0.202
20133722,0.328,0.282,0.048,0.214,0.128
20133721,0.376,0.272,0.046,0.2,0.106
20133719,0.372,0.314,0.024,0.184,0.106
20133705,0.352,0.332,0.044,0.156,0.116
20133698,0.462,0.146,0.01,0.322,0.06
20133685,0.414,0.192,0.012,0.324,0.058
20133683,0.384,0.288,0.026,0.212,0.09
20133670,0.3,0.342,0.078,0.118,0.162
20133669,0.39,0.204,0.02,0.306,0.08
20133665,0.374,0.216,0.02,0.302,0.088
20133657,0.336,0.312,0.05,0.172,0.13
20133650,0.406,0.262,0.034,0.222,0.076
20133633,0.334,0.33,0.036,0.16,0.14
20133632,0.428,0.178,0.02,0.308,0.066
20133622,0.374,0.342,0.064,0.118,0.102
20133619,0.34,0.264,0.044,0.244,0.108
20133599,0.356,0.294,0.054,0.162,0.134
20133598,0.42,0.3,0.034,0.154,0.092
20133592,0.4,0.234,0.016,0.27,0.08
20133591,0.336,0.324,0.068,0.12,0.152
20133586,0.288,0.318,0.112,0.068,0.214
20133585,0.464,0.24,0.018,0.214,0.064
20133579,0.316,0.29,0.044,0.15,0.2
20133574,0.428,0.222,0.024,0.234,0.092
20133563,0.434,0.22,0.012,0.242,0.092
20133560,0.31,0.336,0.054,0.15,0.15
20133555,0.42,0.234,0.022,0.238,0.086
20133553,0.41,0.264,0.024,0.204,0.098
20133549,0.398,0.15,0.006,0.408,0.038
20133546,0.334,0.268,0.07,0.162,0.166
20133544,0.39,0.27,0.038,0.186,0.116
20133538,0.406,0.182,0.018,0.332,0.062
20133534,0.434,0.268,0.022,0.172,0.104
20133511,0.392,0.226,0.026,0.27,0.086
20133510,0.412,0.146,0.004,0.394,0.044
20133501,0.316,0.266,0.05,0.228,0.14
20133490,0.37,0.296,0.054,0.122,0.158
20133485,0.418,0.17,0.014,0.328,0.07
20133483,0.408,0.162,0.014,0.346,0.07
20133476,0.386,0.248,0.028,0.268,0.07
20133473,0.392,0.196,0.014,0.35,0.048
20133472,0.3,0.346,0.086,0.132,0.136
20133467,0.326,0.388,0.046,0.116,0.124
20133465,0.302,0.37,0.044,0.112,0.172
20133457,0.314,0.342,0.092,0.066,0.186
20133456,0.394,0.142,0.012,0.4,0.052
20133449,0.426,0.214,0.014,0.262,0.084
20133440,0.284,0.332,0.084,0.076,0.224
20133438,0.376,0.336,0.05,0.108,0.13
20133436,0.398,0.222,0.026,0.276,0.078
20133435,0.32,0.316,0.088,0.152,0.124
20133433,0.414,0.164,0.01,0.37,0.042
20133428,0.38,0.262,0.022,0.224,0.112
20133427,0.376,0.278,0.028,0.212,0.106
20133425,0.384,0.214,0.024,0.296,0.082
20133423,0.39,0.318,0.03,0.184,0.078
20133422,0.484,0.174,0.006,0.292,0.044
20133420,0.382,0.248,0.032,0.236,0.102
20133412,0.38,0.288,0.056,0.154,0.122
20133411,0.354,0.292,0.072,0.128,0.154
20133400,0.384,0.322,0.03,0.156,0.108
20133390,0.274,0.304,0.1,0.1,0.222
20133389,0.322,0.31,0.078,0.138,0.152
20133385,0.35,0.26,0.02,0.258,0.112
20133381,0.416,0.23,0.016,0.272,0.066
20133374,0.404,0.274,0.022,0.198,0.102
20133370,0.428,0.238,0.014,0.256,0.064
20133361,0.278,0.348,0.09,0.1,0.184
20133359,0.452,0.194,0.016,0.27,0.068
20133356,0.348,0.298,0.03,0.218,0.106
20133338,0.452,0.198,0.018,0.278,0.054
20133328,0.404,0.222,0.02,0.28,0.074
20133318,0.38,0.342,0.03,0.166,0.082
20133317,0.432,0.112,0,0.424,0.032
20133315,0.384,0.248,0.02,0.262,0.086
20133313,0.368,0.258,0.066,0.162,0.146
20133309,0.468,0.138,0.004,0.344,0.046
20133301,0.406,0.166,0.004,0.36,0.064
20133287,0.376,0.228,0.028,0.254,0.114
20133276,0.308,0.234,0.082,0.23,0.146
20133271,0.354,0.352,0.024,0.164,0.106
20133267,0.402,0.172,0.014,0.368,0.044
20133265,0.416,0.256,0.018,0.216,0.094
20133264,0.314,0.372,0.06,0.1,0.154
20133255,0.362,0.314,0.04,0.162,0.122
20133253,0.346,0.358,0.032,0.13,0.134
20133251,0.336,0.316,0.046,0.166,0.136
20133244,0.418,0.214,0.024,0.274,0.07
20133241,0.442,0.178,0.022,0.312,0.046
20133239,0.372,0.254,0.032,0.254,0.088
20133231,0.426,0.284,0.026,0.182,0.082
20133225,0.376,0.314,0.04,0.15,0.12
20133223,0.436,0.25,0.022,0.222,0.07
20133211,0.364,0.25,0.052,0.22,0.114
20133203,0.294,0.252,0.074,0.198,0.182
20133196,0.482,0.172,0.008,0.296,0.042
20133190,0.358,0.328,0.05,0.114,0.15
20133188,0.414,0.288,0.012,0.22,0.066
20133183,0.34,0.328,0.046,0.156,0.13
20133177,0.398,0.256,0.028,0.22,0.098
20133176,0.346,0.316,0.05,0.16,0.128
20133167,0.43,0.176,0.012,0.336,0.046
20133165,0.426,0.232,0.03,0.216,0.096
20133126,0.382,0.2,0.022,0.316,0.08
20133125,0.39,0.178,0.01,0.368,0.054
20133121,0.444,0.196,0.02,0.27,0.07
20133120,0.466,0.208,0.014,0.246,0.066
20133103,0.376,0.168,0.028,0.348,0.08
20133098,0.368,0.28,0.038,0.2,0.114
20133097,0.352,0.368,0.05,0.112,0.118
20133096,0.358,0.238,0.01,0.324,0.07
20133084,0.446,0.236,0.016,0.222,0.08
20133075,0.316,0.332,0.04,0.17,0.142
20133062,0.4,0.188,0.008,0.352,0.052
20133059,0.32,0.324,0.034,0.202,0.12
20133057,0.426,0.232,0.02,0.238,0.084
20133054,0.402,0.272,0.03,0.218,0.078
20133052,0.354,0.302,0.034,0.234,0.076
20133048,0.414,0.204,0.024,0.272,0.086
20133039,0.412,0.142,0.012,0.404,0.03
20133029,0.414,0.256,0.014,0.238,0.078
20133020,0.512,0.182,0.012,0.25,0.044
20133015,0.354,0.332,0.042,0.116,0.156
20133014,0.398,0.118,0.006,0.444,0.034
20133013,0.43,0.198,0.006,0.3,0.066
20133008,0.392,0.13,0.008,0.43,0.04
20132999,0.42,0.228,0.02,0.244,0.088
20132995,0.48,0.168,0.01,0.314,0.028
20132994,0.446,0.244,0.02,0.198,0.092
20132979,0.378,0.324,0.026,0.19,0.082
20132973,0.394,0.256,0.018,0.236,0.096
20132969,0.324,0.376,0.036,0.15,0.114
20132960,0.328,0.342,0.06,0.124,0.146
20132951,0.402,0.202,0.026,0.29,0.08
20132949,0.34,0.252,0.08,0.222,0.106
20132944,0.406,0.21,0.012,0.318,0.054
20132935,0.432,0.13,0.008,0.392,0.038
20132934,0.274,0.366,0.064,0.148,0.148
20132924,0.378,0.282,0.032,0.196,0.112
20132918,0.408,0.248,0.026,0.22,0.098
20132895,0.434,0.242,0.016,0.226,0.082
20132890,0.384,0.272,0.04,0.186,0.118
20132885,0.37,0.14,0.01,0.43,0.05
20132884,0.37,0.304,0.054,0.108,0.164
20132874,0.416,0.236,0.02,0.26,0.068
20132869,0.37,0.258,0.05,0.224,0.098
20132868,0.384,0.236,0.028,0.292,0.06
20132851,0.442,0.25,0.016,0.218,0.074
20132844,0.348,0.342,0.074,0.086,0.15
20132836,0.306,0.342,0.076,0.112,0.164
20132824,0.436,0.208,0.028,0.25,0.078
20132821,0.396,0.178,0.024,0.306,0.096
20132820,0.322,0.302,0.06,0.172,0.144
20132818,0.336,0.308,0.074,0.106,0.176
20132817,0.364,0.238,0.022,0.294,0.082
20132813,0.288,0.31,0.084,0.138,0.18
20132804,0.46,0.198,0.008,0.286,0.048
20132803,0.418,0.266,0.024,0.18,0.112
20132799,0.34,0.298,0.078,0.14,0.144
20132795,0.328,0.33,0.052,0.126,0.164
20132794,0.396,0.304,0.026,0.154,0.12
20132783,0.456,0.178,0.016,0.294,0.056
20132781,0.42,0.15,0.016,0.364,0.05
20132770,0.374,0.24,0.018,0.284,0.084
20132753,0.4,0.214,0.028,0.262,0.096
20132751,0.374,0.194,0.01,0.358,0.064
20132747,0.344,0.136,0.008,0.47,0.042
20132743,0.422,0.156,0.012,0.344,0.066
20132737,0.372,0.298,0.034,0.162,0.134
20132735,0.328,0.356,0.036,0.126,0.154
20132728,0.382,0.268,0.044,0.164,0.142
