var_code,var_desc,isTabulated,unique_values,missing_pct
x300,GERMANS:LANDLORD_REFUSES_SERVING_FOREIG.,True,4,0.871135265700483
x301,GERMANS:PARENTS_FORBID_TURKISH_BOYFRIEND,True,4,0.8715780998389694
x302,GERMANS:EMPLOYERS_SACK_FOREIGNERS_FIRST,True,4,0.8726247987117552
x303,DOES_ONE_NEED_A_FAMILY_FOR_HAPPINESS?,True,4,0.539170692431562
x304,MARRIAGE_AFTER_LIVING_TOGETHER_PERMANENT,True,3,0.5422302737520129
x305,REASON_FOR_MARRIAGE:_CHILD,True,3,0.8285024154589372
x306,WHAT_IS_THE_IDEAL_NUMBER_OF_CHILDREN?,False,11,0.9304750402576489
x307,WORKING_WOMAN:WARM_RELATION_TO_CHILD_OK,True,4,0.6055555555555555
x308,WIFE:IMP.TO_HELP_HUSBAND_WITH_HIS_CAREER,True,4,0.6123993558776167
x309,WORKING_WOMAN:_SMALL_CHILD_SUFFERS_(A),True,4,0.6074074074074074
x310,WIFE:_STAY_HOME+LOOK_AFTER_FAMILY_(A),True,4,0.6080112721417069
x311,WORKING_MOM_IS_BETTER_MOTHER_(A),True,4,0.6130032206119163
x312,WIFE:_SHOULD_GIVE_UP_WORK_AFTER_MARRIAGE,True,4,0.6121578099838969
x313,WORKING_WOMAN_CAN_BE_GOOD_MOTHER,True,4,0.8601449275362318
x314,"PARENTS_WORK_FULL-TIME,SHARE_CHORES",True,4,0.8605072463768116
x315,WORKING_WOMAN:_SMALL_CHILD_SUFFERS_(B),True,4,0.8605877616747182
x316,WIFE:_STAY_HOME+LOOK_AFTER_FAMILY_(B),True,4,0.8604669887278583
x317,WORKING_MOM_IS_BETTER_MOTHER_(B),True,4,0.8614734299516909
x318,MAN_WORKING_FULLTIME_IS_BAD_FATHER,True,4,0.8602254428341385
x319,BOTH_PARENTS_SHLD_WORK+WOMAN_DO_CHORES,True,4,0.8607085346215781
x320,WORKING_MAN_CAN_BE_GOOD_FATHER_TOO,True,4,0.8604669887278583
x321,MAN_CAN_TAKE_OVER_CHORES+CHILDCARE_TOO,True,4,0.8603864734299517
x322,JOINT_HH:_WHO_PREPARES_MEALS?,True,6,0.813647342995169
x323,JOINT_HH:_WHO_BUYS_FOOD?,True,6,0.8136070853462157
x324,JOINT_HH:_WHO_DOES_MINOR_REPAIRS?,True,6,0.8137278582930757
x325,JOINT_HH:_WHO_DOES_THE_LAUNDRY?,True,6,0.8136070853462157
x326,JOINT_HH:_WHO_DOES_INSURANCE_PAPERWORK?,True,6,0.813768115942029
x327,JOINT_HH:_WHO_CLEARS_UP_AFTER_MEALS?,True,6,0.8136876006441224
x328,JOINT_HH:_WHO_DOES_THE_CLEANING?,True,6,0.813647342995169
x329,JOINT_HH:_WHO_DEALS_WITH_AUTHORITIES?,True,6,0.8138083735909822
x330,JOINT_HH:_WHO_PLAYS_WITH_THE_KIDS?,True,5,0.9764090177133655
x331,JOINT_HH:_WHO_PUTS_THE_KIDS_TO_BED?,True,5,0.9773349436392915
x332,JOINT_HH:_WHO_DOES_HOMEWORK_WITH_KIDS?,True,6,0.9837359098228663
x333,AGREE:_SHLD_BE_GRATEFUL_FOR_THE_LEADERS,True,7,0.6047504025764895
x334,AGREE:_BENEFIT_FOR_CHILD_TO_BE_CONFORM,True,7,0.6024557165861514
x335,IMPORTANCE:_OWN_FAMILY_AND_CHILDREN,True,7,0.8601851851851852
x336,IMPORTANCE:_JOB_AND_WORK,True,7,0.8632850241545894
x337,IMPORTANCE:_LEISURE_TIME_AND_RELAXATION,True,7,0.8601449275362318
x338,IMPORTANCE:_FRIENDS_AND_ACQUAINTANCES,True,7,0.8601046698872786
x339,IMPORTANCE:_RELATIVES,True,7,0.8602254428341385
x340,IMPORTANCE:_RELIGION_AND_CHURCH,True,7,0.8601046698872786
x341,IMPORTANCE:_POLITICS_AND_PUBLIC_LIFE,True,7,0.8602657004830918
x342,IMPORTANCE:_NEIGHBORS,True,7,0.8601046698872786
x343,ASPECTS_OF_JOBS:_JOB_SECURITY,True,7,0.8867552334943639
x344,ASPECTS_OF_JOBS:_HIGH_INCOME,True,7,0.8867552334943639
x345,ASPECTS_OF_JOBS:_OPPORT.S_FOR_PROMOTION,True,7,0.8867954911433172
x346,ASPECTS_OF_JOBS:_RESPECTABLE_OCCUPATION,True,7,0.8867552334943639
x347,ASPECTS_OF_JOBS:_LOTS_OF_LEISURE_TIME,True,7,0.8870772946859904
x348,ASPECTS_OF_JOBS:_INTERESTING_WORK,True,7,0.8866747181964574
x349,ASPECTS_OF_JOBS:_WORK_INDEPENDENTLY,True,7,0.8867954911433172
x350,ASPECTS_OF_JOBS:_RESPONSIBILITY,True,7,0.8867552334943639
x351,ASPECTS_OF_JOBS:_CONTACT_TO_PEOPLE,True,7,0.8865942028985507
x352,ASPECTS_OF_JOBS:_HELP_OTHER_PEOPLE,True,7,0.8866747181964574
x353,ASPECTS_OF_JOBS:_USEFUL_TO_SOCIETY,True,7,0.8866747181964574
x354,LEISURE:_READ_BOOKS,True,5,0.8112721417069243
x355,LEISURE:_READ_MAGAZINES/JOURNALS,True,5,0.8814814814814815
x356,"LEISURE:_LISTEN_TO_RECORDS,CDS,CASSETTES",True,5,0.8814814814814815
x357,LEISURE:_WATCH_VIDEOS,True,5,0.8815217391304347
x358,LEISURE:_USE_THE_COMPUTER,True,5,0.8814814814814815
x359,"LEISURE:_USE_INTERNET,_ONLINE_SERVICES",True,5,0.8815619967793881
x360,LEISURE:_FURTHER_EDUCATION,True,5,0.8815619967793881
x361,"LEISURE:_JUST_DO_NOTHING,_TAKE_IT_EASY",True,5,0.8118760064412238
x362,"LEISURE:_GO_FOR_WALKS,_GO_HIKING",True,5,0.8112721417069243
x363,"LEISURE:YOGA,MEDITATION,AUTOGEN.TRAINING",True,5,0.8115539452495975
x364,LEISURE:_GO_OUT_FOR_A_MEAL_OR_A_DRINK,True,5,0.811231884057971
x365,"LEISURE:VISIT_NEIGHBOR,FRIEND,ACQUAINT.",True,5,0.811231884057971
x366,"LEISURE:VISIT_FAMILY_MEMBERS,_RELATIVES",True,5,0.811231884057971
x367,"LEISURE:PLAY_CARDS,GAMES_WITH_THE_FAMILY",True,5,0.8112721417069243
x368,LEISURE:_GO_ON_OUTINGS_OR_SHORT_TRIPS,True,5,0.8814814814814815
x369,"LEISURE:INVOLVEMENT_POLITICS,ACTION_GRPS",True,5,0.8816425120772947
x370,"LEISURE:VOLUNTARY_WORK_IN_CLUBS,SERVICES",True,5,0.7416666666666667
x371,"LEISURE:_ATTEND_CHURCH,_RELIGIOUS_EVENTS",True,5,0.881682769726248
x372,LEISURE:_ARTISTIC_AND_MUSICAL_ACTIVITIES,True,5,0.8817230273752013
x373,"LEISURE:_ARTS+CRAFTS,ODD_JOBS,CAR,GARDEN",True,5,0.811231884057971
x374,LEISURE:_DO_SPORTS,True,5,0.8113123993558776
x375,LEISURE:_ATTEND_SPORTING_EVENTS,True,5,0.8112721417069243
x376,"LEISURE:_CINEMA,POP+JAZZ_CONCERT,DANCING",True,4,0.8112721417069243
x377,"LEISURE:OPERA,CLASSICAL,THEATER,EXHIBIT.",True,5,0.8113123993558776
x378,LEISURE:_LISTEN_TO_MUSIC,True,5,0.9297504025764896
x379,LEISURE:_USE_THE_INTERNET,True,5,0.9297906602254429
x380,"LEISURE:_ONLINE_CHATS,_SOCIAL_NETWORKS",True,5,0.9297906602254429
x381,LEISURE:_PLAY_GAMES_ON_THE_COMPUTER,True,5,0.9297906602254429
x382,LEISURE:_MAKE_MUSIC,True,5,0.9297504025764896
x383,LEISURE:_OTHER_ARTISTIC_ACTIVITIES,True,5,0.9297504025764896
x384,"LEISURE:_GO_TO_MUSEUMS,_EXHIBITIONS",True,4,0.9297906602254429
x385,WATCH_TV:_HOW_MANY_DAYS_A_WEEK,True,9,0.5318840579710145
x386,WATCH_TV:_AVERAGE_VIEWING_TIME_PER_DAY,False,84,0.5473429951690821
x387,"TV_INTEREST:_SHOWS,_QUIZ_PROGRAMS",True,5,0.8147745571658616
x388,TV_INTEREST:_SPORTS_PROGRAMS,True,5,0.8147745571658616
x389,TV_INTEREST:_MOVIES,True,5,0.8148550724637681
x390,TV_INTEREST:_NEWS_BROADCASTS,True,5,0.8147745571658616
x391,TV_INTEREST:_POLITICAL_MAGAZINES,True,5,0.8147745571658616
x392,TV_INTEREST:_ARTS_AND_CULTURE_PROGRAMS,True,5,0.8147745571658616
x393,TV_INTEREST:_GERMAN_RURAL-LIFE-FILMS,True,5,0.8831723027375201
x394,TV_INTEREST:_DETECTIVE_FILMS_OR_SERIES,True,5,0.8147745571658616
x395,TV_INTEREST:_ACTION_FILMS,True,5,0.8831723027375201
x396,TV_INTEREST:_SITCOMS,True,5,0.8148550724637681
x397,NEWSPAPER:_HOW_MANY_DAYS_A_WEEK,True,9,0.6020531400966184
x398,MUSIC_LIKED:_TRADITIONAL_FOLK_MUSIC,True,5,0.9297906602254429
x399,MUSIC_LIKED:_GERMAN_POP_MUSIC,True,5,0.9299114331723027
x400,MUSIC_LIKED:_CLASSICAL_MUSIC,True,5,0.9297906602254429
x401,MUSIC_LIKED:_JAZZ,True,5,0.9298309178743961
x402,TV:_WATCH_NEWS_ON_PUBLIC_CHANNELS?,True,2,0.7306763285024155
x403,TV:_HOW_OFTEN_NEWS_ON_PUBLIC_CHANNELS?,True,9,0.7205716586151368
x404,TV:_WATCH_NEWS_ON_PRIVATE_CHANNELS?,True,2,0.730756843800322
x405,TV:_HOW_OFTEN_NEWS_ON_PRIVATE_CHANNELS?,True,9,0.7207326892109501
x406,INTERNET:_FOR_INFORMATION_ON_POLITICS,True,2,0.7204911433172303
x407,HOW_OFTEN_INTERNET_FOR_INFO_ON_POLITICS?,True,5,0.8803140096618357
health,RESPONDENT:_HEALTH,True,5,0.0
x408,HEALTH:_PROBLEMS_CLIMBING_STAIRS?,True,3,0.8113123993558776
x409,HEALTH:_PROBLEMS_WITH_DAILY_WORK?,True,3,0.8114734299516908
x410,LAST_4_WEEKS:HOW_OFTEN_PRESSED_FOR_TIME?,True,5,0.6979066022544284
x411,LAST_4_WEEKS:_HOW_OFTEN_DEPRESSED?,True,5,0.6982286634460547
x412,"LAST_4_WEEKS:_HOW_OFTEN_CALM,_BALANCED?",True,5,0.6983091787439614
x413,LAST_4_WEEKS:_HOW_OFTEN_LOTS_OF_ENERGY?,True,5,0.7886876006441224
x414,LAST_4_WEEKS:_HOW_OFTEN_PHYSICAL_PAIN?,True,5,0.6979871175523349
x415,LAST_4_WEEKS:_HOW_OFTEN_LONELY?,True,5,0.8165458937198068
x416,LAST_4_WEEKS:_HEALTH_AFFECTED_WORK,True,5,0.8119162640901771
x417,LAST_4_WEEKS:_HEALTH_DENIED_CERTAIN_WORK,True,5,0.8118760064412238
x418,LAST_4_W.:EMOTIONAL_PROBLEMS_AFFECT_WORK,True,5,0.812157809983897
x419,LAST_4_W.:EMO.PROB._DENIED_CERTAIN_WORK,True,5,0.812157809983897
x420,LAST_4_W.:_EMO.PROB._AFFECT_SOCIAL_LIFE,True,5,0.8118357487922705
x421,R.SUFFERS_FROM:_ALLERGIES,True,2,0.8847020933977455
x422,R.SUFFERS_FROM:_MIGRAINE,True,2,0.8847020933977455
x423,R.SUFFERS_FROM:_HIGH_BLOOD_PRESSURE,True,2,0.8847020933977455
x424,R.SUFFERS_FROM:_IMPAIRED_PERFUSION,True,2,0.8847020933977455
x425,"R.SUFFERS_FROM:_ARTHRITIS,_GOUT,_ETC.",True,2,0.8847020933977455
x426,R.SUFFERS_FROM:_SPINAL_DAMAGE,True,2,0.8847020933977455
x427,R.SUFFERS_FROM:_CHRONIC_BRONCHITIS,True,2,0.8847020933977455
x428,R.SUFFERS_FROM:_ASTHMA,True,2,0.8847020933977455
x429,R.SUFFERS_FROM:_A_LIVER_DISORDER,True,2,0.8847020933977455
x430,R.SUFFERS_FROM:_DIABETES,True,2,0.8847020933977455
x431,R.SUFFERS_FROM:_CANCER,True,2,0.8847020933977455
x432,R.SUFFERS_FROM:_OSTEOPOROSIS,True,2,0.8847020933977455
x433,R.SUFFERS_FROM:_OTHER_ILLNESSES,True,2,0.8847020933977455
x434,"R.:_OTHER_ILLNESSES,_RESPONSE_1",True,8,0.9810789049919485
x435,"R.:_OTHER_ILLNESSES,_RESPONSE_2",True,5,0.999194847020934
x436,R.:_BEEN_ILL_DURING_LAST_4_WEEKS?,True,2,0.8115539452495975
x437,LAST_3_MONTHS:_SEEN_MD_FOR_ACUTE_ILLNESS,True,2,0.8734702093397746
x438,LAST_3_MONTHS:SEEN_MD_F._CHRONIC_ILLNESS,True,2,0.8734702093397746
x439,LAST_3_MONTHS:SEEN_MD_FOR_FEELING_UNWELL,True,2,0.8734702093397746
x440,LAST_3_MONTHS:_SEEN_MD_FOR_CONSULTATION,True,2,0.8734702093397746
x441,"LAST_3_MONTHS:SEEN_MD_F.PRESCRIPTION,ETC",True,2,0.8734702093397746
x442,"LAST_3_MONTHS:SEEN_MD_F.VACCINATION,ETC.",True,2,0.8734702093397746
x443,LAST_3_MONTHS:_SEEN_MD_FOR_OTHER_REASON,True,2,0.8734702093397746
x444,OTHER_REASON_FOR_SEEING_A_DOCTOR,True,4,0.9901368760064412
x445,NUMBER_OF_VISITS_TO_DOCTOR_PAST_3_MONTHS,False,27,0.8743156199677938
x446,BEEN_IN_HOSPITAL_IN_LAST_12_MONTHS?,True,2,0.8114734299516908
x447,"NIGHTS_IN_HOSPITAL,_LAST_12_MONTHS",False,51,0.9743961352657005
x448,RESP._SEVERELY_DISABLED?,True,2,0.8115539452495975
x449,RESP.:_LEVEL_OF_DISABILITY,False,20,0.9768921095008052
x450,DO_YOU_SMOKE?,True,2,0.8113123993558776
x451,NUMBER_OF_TOBACCO_PRODUCTS_PER_DAY,False,36,0.9452898550724638
x452,OVERALL_LIFE_SATISFACTION,False,11,0.3961755233494364
x453,RESP.:_BODY_HEIGHT_IN_CENTIMETERS,False,60,0.6780193236714975
x454,RESP.:_BODY_WEIGHT_IN_KILOGRAMS,False,108,0.6853462157809984
x455,BODY-MASS-INDEX,False,1282,0.6855072463768116
x456,DIET:_HOW_OFTEN_WHOLEMEAL_BREAD,True,7,0.8114331723027375
x457,"DIET:_HOW_OFTEN_TOAST,_WHITE_BREAD",True,7,0.8113929146537843
x458,DIET:_HOW_OFTEN_FRESH_FRUIT,True,7,0.8113123993558776
x459,"DIET:_HOW_OFTEN_VEGETABLES(FRESH,FROZEN)",True,7,0.8113929146537843
x460,DIET:_HOW_OFTEN_MEAT_PRODUCTS,True,7,0.8113123993558776
x461,DIET:_HOW_OFTEN_FRIED_FOODS,True,7,0.811352657004831
x462,"DIET:_HOW_OFTEN_SWEETS,_CAKES,_ETC.",True,7,0.8113123993558776
x463,DIET:_HOW_OFTEN_BEER_OR_WINE,True,7,0.8113929146537843
x464,DIET:_HOW_OFTEN_SPIRITS,True,7,0.8114331723027375
x465,"WORK_CONDITIONS:_NOISE,_BAD_AIR_QUALITY",True,3,0.9044283413848632
x466,"WORK_CONDITIONS:TIME,PERFOMANCE_PRESSURE",True,3,0.9044283413848632
x467,WORK_CONDITIONS:_BAD_WORK_CLIMATE,True,3,0.904549114331723
x468,WORK_CONDITIONS:_LONG_WORKING_HOURS,True,3,0.9045088566827697
x469,WORK_CONDITIONS:_SHIFT_WORK,True,3,0.904549114331723
x470,WORK_CONDITIONS:_HARD_PHYSICAL_LABOR,True,3,0.9043880837359098
x471,HOW_OFTEN_UNFAIR_CRITIQUE_BY_COLLEAGUES?,True,4,0.9055555555555556
x472,RESPONDENT:_RELIGIOUS_DENOMINATION,True,6,0.0039452495974235105
x473,ORTHODOX_CHRISTIAN_DENOMINATION?,True,2,0.9893719806763285
x474,RESPONDENT:_WHAT_NON-CHRISTIAN_RELIGION?,True,5,0.9692834138486313
x475,PREVIOUSLY_MEMBER_OF_A_CHURCH?,True,2,0.9525764895330112
x476,PREVIOUS_RELIGIOUS_DENOMINATION,True,5,0.9768921095008052
x477,FREQUENCY_OF_CHURCH_ATTENDANCE,True,6,0.017310789049919485
x478,HOW_OFTEN_VISIT_PLACE_OF_WORSHIP?,True,6,0.9857487922705314
x479,FREQUENCY_OF_CHURCH_ATTENDANCE_AS_CHILD,True,6,0.8609500805152979
x480,WHAT_ROLE_RELIGION_IN_UPBRINGING?,False,11,0.8605072463768116
x481,HOW_OFTEN_DO_YOU_PRAY?_(11-POINT_SCALE),False,11,0.8646537842190016
x482,HOW_OFTEN_DO_YOU_PRAY_(7-POINT_SCALE),True,7,0.8610305958132045
x483,"FREQUENCY_OF_CHURCH_ACTIVITIES,_RESP.",True,6,0.8602254428341385
x484,"HOW_OFTEN_MEDITATION,_INNER_REFLECTION?",True,7,0.8607487922705314
x485,GOD_IS_PERSONALLY_CONCERNED_WITH_HUMANS,True,6,0.8614734299516909
x486,THERE_IS_A_GOD_WHO_WANTS_TO_BE_GOD_F._US,True,6,0.8625603864734299
x487,GOD_IS_MERELY_WHAT_IS_VALUABLE_IN_HUMANS,True,6,0.8622383252818036
x488,THE_LAWS_OF_NATURE_DETERMINE_OUR_LIVES,True,6,0.8611111111111112
x489,GOD_IS_JUST_IN_THE_HEARTS_OF_PEOPLE,True,6,0.8617149758454107
x490,HUMAN_LIFE_IS_ONLY_A_PART_OF_NATURE,True,6,0.8611513687600644
x491,LIFE_ONLY_HAS_MEANING_BECAUSE_OF_GOD,True,6,0.8610305958132045
x492,WHAT_COMES_AFTER_MAKES_LIFE_MEANINGFUL,True,6,0.8614331723027375
x493,ONE_HAS_TO_GIVE_LIFE_A_MEANING_ONESELF,True,6,0.8606682769726248
x494,MEANING_OF_LIFE:_MAKE_THE_BEST_OUT_OF_IT,True,6,0.8605877616747182
x495,LIFE_DOES_NOT_HAVE_MUCH_MEANING,True,6,0.8609903381642512
x496,MY_OPINION:LIFE_SERVES_NO_PURPOSE_AT_ALL,True,6,0.8610305958132045
x497,"SCALE_OF_RELIGIOUSNESS,_RESPONDENT",False,10,0.7474637681159421
x498,BELIEF_IN_GOD,True,4,0.8621980676328502
x499,BELIEF_IN:_LIFE_AFTER_DEATH,True,2,0.8698067632850242
x500,BELIEF_IN:_HEAVEN,True,2,0.8673107890499195
x501,BELIEF_IN:_HELL,True,2,0.866304347826087
x502,BELIEF_IN:_REINCARNATION,True,2,0.869645732689211
x503,DOES_NOT_MATTER_IF_GOD_EXISTS,True,4,0.8623188405797102
x504,DOES_NOT_MATTER_IF_HIGHER_POWER_EXISTS,True,4,0.8626006441223832
x505,FOLLOW_NO_RELIGIOUS_DOCTRINE,True,4,0.8621578099838969
x506,STICK_TO_WHAT_IS_RATIONAL,True,4,0.8619565217391304
x507,REFLECT_ON_ISSUES_OF_FAITH,True,5,0.8601851851851852
x508,REFLECT_ON_MEANING_OF_LIFE,True,5,0.8603059581320451
x509,EXPERIENCE:_PRESENCE_OF_GOD,True,5,0.8621980676328502
x510,EXPERIENCE:_SUPERNATURAL_POWERS,True,5,0.8624396135265701
x511,EXPERIENCE:_NEW_AGE,True,2,0.9515700483091788
x512,EXPERIENCE:_ZEN_MEDITATION,True,2,0.9212157809983897
x513,"EXPERIENCE:_ANTHROPOSOPHY,_THEOSOPHY",True,2,0.9547504025764896
x514,EXPERIENCE:_MYSTICISM,True,2,0.8970209339774557
x515,"EXPERIENCE:_MAGIC,SPIRITUALISM,OCCULTISM",True,2,0.8827294685990338
x516,"EXPERIENCE:_PENDULUM_DOWSING,_DIVINING",True,2,0.8761674718196457
x517,"EXPERIENCE:_ASTROLOGY,_HOROSCOPES",True,2,0.8668276972624799
x518,"EXPERIENCE:_TAROT_CARDS,_FORTUNE_TELLING",True,2,0.8747987117552335
x519,EXPERIENCE:_MIRACLE_OR_SPIRIT_HEALERS,True,2,0.8760064412238325
x520,"EXPERIENCE:_HOMEOPATHY,BACH_FLOWERS_ETC.",True,2,0.8746376811594203
x521,OPINION:_NEW_AGE,True,3,0.9568438003220612
x522,OPINION:_ZEN_MEDITATION,True,3,0.9280998389694042
x523,"OPINION:_ANTHROPOSOPHY,_THEOSOPHY",True,3,0.9597020933977456
x524,OPINION:_MYSTICISM,True,3,0.9024154589371981
x525,"OPINION:_MAGIC,_SPIRITUALISM,_OCCULTISM",True,3,0.8859500805152979
x526,"OPINION:_PENDULUM_DOWSING,_DIVINING",True,3,0.8788244766505636
x527,"OPINION:_ASTROLOGY,_HOROSCOPES",True,3,0.8692028985507246
x528,"OPINION:_TAROT-CARDS,_FORTUNE_TELLING",True,3,0.8770531400966184
x529,OPINION:_MIRACLE_OR_SPIRIT_HEALERS,True,3,0.8790660225442835
x530,"OPINION:_HOMEOPATHY,_BACH_FLOWERS_ETC.",True,3,0.8765297906602254
x531,WORLD_MORE_PEACEFUL_WITHOUT_RELIGION,True,4,0.8623590982286634
x532,SCIENCE:_MORE_HARM_THAN_GOOD,True,4,0.8626006441223832
x533,SCIENCE_WILL_NEVER_EXPLAIN_EVERYTHING,True,4,0.8622383252818036
x534,RELIGION_CONNECTS_PEOPLE,True,4,0.8632447665056361
x535,BETTER_IF_MORE_RELIG.PEOPLE_HELD_OFFICES,True,4,0.8641304347826086
x536,ONLY_ONE_TRUE_RELIGION?,True,3,0.8659420289855072
x537,LIKE_TO_HAVE_CHURCH_OR_RELIGIOUS_FUNERAL,True,4,0.8638083735909823
x538,MARRIED_IN_CHURCH_OR_RELIG._CEREMONY?,True,2,0.9205716586151369
x539,MARRIAGE_INTO_OWN_FAMILY:_CATHOLIC,True,7,0.8605072463768116
x540,MARRIAGE_INTO_OWN_FAMILY:_PROTESTANT,True,7,0.860426731078905
x541,MARRIAGE_INTO_OWN_FAMILY:_MUSLIM,True,7,0.8609098228663447
x542,MARRIAGE_INTO_OWN_FAMILY:_JEW,True,7,0.861231884057971
x543,MARRIAGE_INTO_OWN_FAMILY:_ATHEIST,True,7,0.8610305958132045
x544,POLITICAL_GOALS:_MAINTAIN_LAW_AND_ORDER,True,4,0.021014492753623187
x545,POLIT.GOALS:MORE_INFLUENCE_FOR_CITIZENS,True,4,0.02246376811594203
x546,POLITICAL_GOALS:_FIGHT_RISING_PRICES,True,4,0.023349436392914653
x547,POLIT.GOALS:PROTECT_RIGHT_OF_FREE_SPEECH,True,4,0.021215780998389694
x548,INGLEHART-INDEX,True,4,0.017793880837359097
x549,IMPORTANCE:_RESPECT_LAW_AND_ORDER,True,7,0.8599838969404187
x550,IMPORTANCE:_HIGH_STANDARD_OF_LIVING,True,7,0.8601046698872786
x551,IMPORTANCE:_POWER_AND_INFLUENCE,True,7,0.8603462157809983
x552,IMPORTANCE:_IMAGINATION_AND_CREATIVITY,True,7,0.8604669887278583
x553,IMPORTANCE:_STRIVE_FOR_SECURITY,True,7,0.8601851851851852
x554,IMPORTANCE:_HELP_HANDICAPPED,True,7,0.8606280193236715
x555,IMPORTANCE:_ASSERTIVENESS,True,7,0.8606682769726248
x556,IMPORTANCE:_DILIGENCE_AND_AMBITION,True,7,0.8602657004830918
x557,IMPORTANCE:_TOLERANCE,True,7,0.8609500805152979
x558,IMPORTANCE:_POLITICAL_ENGAGEMENT,True,7,0.8602657004830918
x559,IMPORTANCE:_HEDONISM,True,7,0.8602254428341385
x560,IMPORTANCE:_BELIEF_IN_GOD,True,7,0.8602657004830918
x561,IMPORTANCE:_ACHIEVEMENT_IN_JOB,True,7,0.8642914653784219
x562,IMPORTANCE:_FULFILLING_ONESELF,True,7,0.8609903381642512
x563,ABORTION:_IF_BABY_HAS_A_SEVERE_DEFECT,True,2,0.8017713365539453
x564,ABORTION:MARR.WOMAN_DONT_WANT_MORE_CHILD,True,2,0.8028985507246377
x565,ABORTION:_IF_WOMANS_HEALTH_IS_ENDANGERED,True,2,0.7989935587761675
x566,ABORT.:IF_FAMILY_IN_FINANCIAL_DIFFICULTY,True,2,0.804549114331723
x567,ABORTION:_PREGNANCY_RESULT_OF_RAPE,True,2,0.8019726247987118
x568,ABORTION:UNMARR._MOTHER_NO_WISH_TO_MARRY,True,2,0.8023752012882448
x569,ABORTION:_IF_THE_WOMAN_WANTS_IT,True,2,0.8041867954911434
x570,NUMBER_OF_CONTACTS_IN_NETWORK,True,4,0.9458937198067633
x571,FRIEND_A:_SEX,True,2,0.9499194847020934
x572,FRIEND_A:_AGE,False,82,0.9501610305958132
x573,FRIEND_A:_FAMILY_RELATION,True,8,0.9499194847020934
x574,FRIEND_A:_EMPLOYMENT_STATUS,True,6,0.9507246376811594
x575,"FRIEND_A:_OCCUPATION,_REFERENCE_NUMBER",False,33,0.9541062801932367
x576,FRIEND_A:_POL._PARTY_USUALLY_VOTED_FOR,True,7,0.9824074074074074
x577,FRIEND_A:_GERMAN_CITIZENSHIP?,True,2,0.95
x578,FRIEND_B:_SEX,True,2,0.9556360708534621
x579,FRIEND_B:_AGE,False,88,0.9557568438003221
x580,FRIEND_B:_FAMILY_RELATION,True,8,0.9556360708534621
x581,FRIEND_B:_EMPLOYMENT_STATUS,True,6,0.9566425120772947
x582,"FRIEND_B:_OCCUPATION,_REFERENCE_NUMBER",False,30,0.9604669887278583
x583,FRIEND_B:_POL._PARTY_USUALLY_VOTED_FOR,True,7,0.9852254428341385
x584,FRIEND_B:_GERMAN_CITIZENSHIP?,True,2,0.9556763285024155
x585,FRIEND_C:_SEX,True,2,0.9635265700483092
x586,FRIEND_C:_AGE,False,82,0.9635668276972624
x587,FRIEND_C:_FAMILY_RELATION,True,8,0.9635668276972624
x588,FRIEND_C:_EMPLOYMENT_STATUS,True,6,0.964573268921095
x589,"FRIEND_C:_OCCUPATION,_REFERENCE_NUMBER",False,33,0.967512077294686
x590,FRIEND_C:_POL._PARTY_USUALLY_VOTED_FOR,True,7,0.9884057971014493
x591,FRIEND_C:_GERMAN_CITIZENSHIP?,True,2,0.9635668276972624
x592,DO_A_+_B_KNOW_EACH_OTHER?,True,2,0.9557568438003221
x593,DO_A_+_C_KNOW_EACH_OTHER?,True,2,0.9636473429951691
x594,DO_B_+_C_KNOW_EACH_OTHER?,True,2,0.9636070853462158
x595,MEMBER_OF_A_TRADE_UNION,True,2,0.0020531400966183576
x596,PREVIOUSLY_MEMBER_OF_A_TRADE_UNION?,True,2,0.12459742351046699
x597,MEMBER_OF_POLITICAL_PARTY,True,2,0.0014090177133655394
x598,MEMBERSHIP_STATUS:_ARTS_OR_MUSIC_CLUB,True,4,0.5372785829307568
x599,MEMBERSHIP_STATUS:_SPORTS_CLUB,True,4,0.537157809983897
x600,MEMBERSHIP_STATUS:_OTHER_LEISURE_CLUB,True,4,0.5373993558776168
x601,MEMBERSHIP_STATUS:_CHARITABLE_ORGANIS.,True,4,0.5372785829307568
x602,MEMBERSHIP_STATUS:_HUMAN_RIGHTS_ORG.,True,4,0.5372785829307568
x603,MEMBERSHIP_STATUS:_ENVIRONMENTAL_ORGAN.,True,4,0.5372383252818036
x604,MEMBERSHIP_STATUS:_PATIENT_ORGAN._ETC.,True,4,0.5372785829307568
x605,MEMBERSHIP_STATUS:_PARENTAL_ORGANISATION,True,4,0.5373993558776168
x606,MEMBERSHIP_STATUS:_SENIOR_CITIZENS_ASSOC,True,4,0.5373993558776168
x607,MEMBERSHIP_STATUS:_CITIZENS_INITIATIVE,True,4,0.5373590982286635
x608,MEMBERSHIP_STATUS:_OTHER_ASSOCIATIONS,True,4,0.53756038647343
x609,MEMBERSHIP:_INFORMAL_GROUP,True,2,0.7903381642512077
x610,"HOW_OFTEN_MEET_FRIENDS_FROM_CLUBS,_ETC.?",True,5,0.7210144927536232
x611,HOW_OFTEN_MEET_FRIENDS_FROM_WORK?,True,5,0.7283413848631239
x612,HOW_OFTEN_MEET_FRIENDS?,True,5,0.7206924315619968
x613,GENERAL_TRUST_IN_FELLOW_MEN,True,4,0.2572866344605475
